Date,Value,Min,Max,Variation,Volume,Action,index
2024-03-12,77.59,77.59,77.59,0.00,28,Zellidja,
2024-03-12,588.80,551.00,588.80,-0.12,130,SALAFIN,
2024-03-12,3593.00,3593.00,3593.00,0.00,100,Dari Couspate,
2024-03-12,4250.00,4250.00,4250.00,0.00,9,Wafa Assur,
2024-03-12,22.00,22.00,22.01,-3.89,3870,IBMaroc,
2024-03-12,34.55,34.55,35.99,-2.70,34021,Res.Dar Saada,
2024-03-12,1380.00,1380.00,1381.00,-0.29,59,SMI,
2024-03-12,65.00,64.52,66.60,0.00,10930,Auto Hall,
2024-03-12,268.00,268.00,282.00,0.00,6050,Lesieur Cristal,
2024-03-12,494.00,482.00,494.00,-0.20,260,SNEP,
2024-03-12,100.00,100.00,100.00,0.00,1,SRM,
2024-03-12,89.00,89.00,89.00,1.14,170,FENIE BROSSETTE,
2024-03-12,820.00,820.00,820.00,0.00,200,CDM,
2024-03-12,194.00,193.95,195.00,0.00,4258,COSUMAR,
2024-03-12,260.35,260.20,261.05,-0.25,1361,Mutandis,
2024-03-12,93.00,93.00,95.84,-0.58,3326,Immr Invest,
2024-03-12,176.30,175.00,176.70,-0.37,1982,Alliances,
2024-03-12,370.00,361.20,370.00,0.00,24,Jet Contractors,
2024-03-12,1341.00,1341.00,1341.00,0.07,50,Aluminium Maroc,
2024-03-12,4110.00,4100.00,4110.00,-0.12,75,Afriquia Gaz,
2024-03-12,600.00,600.00,600.00,0.00,2270,CTM,
2024-03-12,677.20,677.10,683.00,0.01,1050,Akdital,
2024-03-12,1200.00,1185.00,1200.00,-1.64,4300,TAQA Morocco,
2024-03-12,45.50,44.35,45.50,0.00,284,Colorado,
2024-03-12,725.00,721.90,725.00,0.42,102,DISWAY,
2024-03-12,39.60,39.60,39.67,-2.82,250000,Delta Holding,
2024-03-12,156.00,156.00,157.00,0.45,7006,CFG Bank,
2024-03-12,165.00,165.00,165.00,0.00,320,S2M,
2024-03-12,294.10,292.10,299.00,0.68,30464,BCP,
2024-03-12,1700.00,1700.00,1700.00,0.00,32,Ciments Maroc,
2024-03-12,195.00,194.50,195.00,-0.03,1217,BOA,
2024-03-12,1198.00,1179.00,1199.00,2.66,139,EQDOM,
2024-03-12,22.87,22.58,22.87,1.69,3423,Cartier Saada,
2024-03-12,7051.00,7051.00,7051.00,0.00,6,Agma,
2024-03-13,296.00,292.60,296.00,0.65,58939,BCP,
2024-03-13,503.00,503.00,506.00,-0.59,2192,Aradei Capital,
2024-03-13,588.80,551.00,588.80,0.00,130,SALAFIN,
2024-03-13,176.45,175.05,176.70,0.09,3106,Alliances,
2024-03-13,161.00,161.00,161.00,-2.42,20,S2M,
2024-03-13,972.00,972.00,972.00,0.00,100,PROMOPHARM,
2024-03-13,268.00,268.00,282.00,0.00,6050,Lesieur Cristal,
2024-03-13,156.00,155.50,156.80,0.00,5016,CFG Bank,
2024-03-13,1200.00,1188.00,1200.00,0.00,3150,TAQA Morocco,
2024-03-13,2450.00,2450.00,2450.00,-4.63,272,Ste Boissons,
2024-03-13,725.00,725.00,725.00,0.00,518,DISWAY,
2024-03-13,2166.00,2166.00,2166.00,0.00,140,Auto Nejma,
2024-03-13,517.10,517.10,517.10,-5.98,20,M2M Group,
2024-03-13,77.59,77.59,77.59,0.00,28,Zellidja,
2024-03-13,1970.00,1965.00,1970.00,0.25,5343,LafargeHolcim,
2024-03-13,660.00,660.00,660.00,0.00,100,Timar,
2024-03-13,4110.00,4110.00,4110.00,0.00,30,Afriquia Gaz,
2024-03-13,193.00,191.50,195.00,-0.52,554,COSUMAR,
2024-03-13,501.10,493.10,501.10,1.64,44661,Attijariwafa,
2024-03-13,88.11,88.11,88.11,0.00,10,INVOLYS,
2024-03-13,4250.00,4250.00,4250.00,0.00,400,Wafa Assur,
2024-03-13,600.00,590.10,600.00,0.00,180,CTM,
2024-03-13,22.00,21.10,22.00,0.00,580,IBMaroc,
2024-03-13,46.19,45.00,46.20,1.52,5322,Colorado,
2024-03-13,22.72,22.23,22.80,-0.66,2126,Cartier Saada,
2024-03-13,3593.00,3593.00,3593.00,0.00,100,Dari Couspate,
2024-03-13,39.80,39.21,40.65,0.51,171,Delta Holding,
2024-03-13,10.50,10.50,10.51,-0.19,521,Stokvis Nord Afr,
2024-03-13,69.00,69.00,69.00,0.00,60,Rebab Company,
2024-03-13,1705.00,1700.00,1705.00,0.29,80,Ciments Maroc,
2024-03-13,195.05,194.50,195.05,0.03,2979,BOA,
2024-03-13,1198.00,1179.00,1199.00,0.00,139,EQDOM,
2024-03-13,7051.00,7051.00,7051.00,0.00,6,Agma,
2024-03-13,122.00,121.50,122.00,-0.81,85,ATLANTASANAD,
2024-03-13,267.00,267.00,267.00,2.55,1,Mutandis,
2024-03-13,723.00,723.00,725.00,-0.41,151,Sonasid,
2024-03-13,95.74,93.17,95.74,2.95,5,Immr Invest,
2024-03-13,178.00,178.00,178.00,0.00,250,Unimer,
2024-03-13,219.20,219.20,219.20,0.00,10,BALIMA,
2024-03-13,569.00,556.00,569.00,0.00,360,BMCI,
2024-03-13,1382.00,1382.00,1420.00,0.00,44,Sanlam Maroc,
2024-03-13,1315.00,1260.00,1315.00,0.00,1012,CMT,
2024-03-13,1341.00,1341.00,1341.00,0.00,50,Aluminium Maroc,
2024-03-13,674.00,670.00,680.00,-0.47,22826,Akdital,
2024-03-13,215.10,212.10,218.00,0.00,831,Risma,
2024-03-13,88.70,85.60,88.70,-0.34,551,FENIE BROSSETTE,
2024-03-13,231.90,230.00,231.90,0.61,6441,TGCC,
2024-03-13,1045.00,1037.00,1045.00,0.48,102,SOTHEMA,
2024-03-13,4500.00,4450.00,4600.00,1.12,1147,LABEL VIE,
2024-03-13,482.00,482.00,493.50,-2.43,147,SNEP,
2024-03-13,104.00,104.00,104.00,4.00,5,SRM,
2024-03-13,224.00,224.00,227.00,-1.58,928,Disty Technolog,
2024-03-13,28.78,27.52,28.78,0.00,50,STROC Indus,
2024-03-13,1351.00,1351.00,1380.00,-2.67,19,Total Maroc,
2024-03-13,380.00,380.00,380.00,2.70,500,Jet Contractors,
2024-03-13,1207.00,1207.00,1207.00,0.25,1,AFMA,
2024-03-13,32.20,32.06,32.20,-0.92,80,Ennakl,
2024-03-13,685.00,684.00,688.00,2.24,396,Microdata,
2024-03-13,285.60,285.00,287.00,-0.14,16778,SODEP,
2024-03-13,1430.00,1375.00,1430.00,3.62,102,SMI,
2024-03-13,367.00,367.00,367.00,0.00,107,CIH,
2024-03-13,820.00,820.00,820.00,0.00,3000,CDM,
2024-03-13,64.70,64.50,66.70,-0.46,6248,Auto Hall,
2024-03-13,33.98,33.66,35.00,-1.65,58858,Res.Dar Saada,
2024-03-13,19.00,18.90,19.10,0.42,360355,Addoha,
2024-03-13,1420.00,1420.00,1420.00,0.00,20,Oulmes,
2024-03-13,318.00,317.60,319.00,-0.31,2040,Afric Indus,
2024-03-14,104.00,104.00,104.00,0.00,5,SRM,
2024-03-14,3593.00,3593.00,3593.00,0.00,100,Dari Couspate,
2024-03-14,721.00,715.00,721.00,-0.28,57,Sonasid,
2024-03-14,192.00,192.00,195.00,-0.52,102,COSUMAR,
2024-03-14,517.10,517.10,517.10,0.00,20,M2M Group,
2024-03-14,178.50,175.50,178.50,1.16,69129,Alliances,
2024-03-14,233.00,225.00,233.00,0.47,6835,TGCC,
2024-03-14,2166.00,2166.00,2166.00,0.00,140,Auto Nejma,
2024-03-14,226.75,226.75,227.00,1.23,146,Disty Technolog,
2024-03-14,1420.00,1420.00,1420.00,0.00,20,Oulmes,
2024-03-14,670.00,670.00,670.00,-2.19,209,Microdata,
2024-03-14,507.00,501.30,507.90,1.18,30215,Attijariwafa,
2024-03-14,573.00,572.00,573.00,0.70,632,BMCI,
2024-03-14,1424.00,1424.00,1424.00,-0.42,10,SMI,
2024-03-14,600.00,590.10,600.00,0.00,180,CTM,
2024-03-14,23.30,22.80,23.30,2.55,3785,Cartier Saada,
2024-03-14,39.50,39.50,40.40,-0.75,1613,Delta Holding,
2024-03-14,19.28,19.00,19.28,1.47,855987,Addoha,
2024-03-14,7051.00,7051.00,7051.00,0.00,6,Agma,
2024-03-14,265.00,261.00,265.00,-0.75,4635,Mutandis,
2024-03-14,1219.00,1200.00,1219.00,1.58,29230,TAQA Morocco,
2024-03-14,869.00,869.00,869.00,5.98,980,CDM,
2024-03-14,85.10,85.10,88.00,-4.06,2662,FENIE BROSSETTE,
2024-03-14,46.15,44.51,46.15,-0.09,22,Colorado,
2024-03-14,972.00,972.00,972.00,0.00,100,PROMOPHARM,
2024-03-14,178.00,178.00,178.00,0.00,250,Unimer,
2024-03-14,366.90,361.60,366.90,-0.03,295,CIH,
2024-03-14,660.00,660.00,660.00,0.00,100,Timar,
2024-03-14,1382.00,1382.00,1382.00,0.00,50,Sanlam Maroc,
2024-03-14,1710.00,1700.00,1710.00,0.29,4650,Ciments Maroc,
2024-03-14,10.78,10.78,10.78,2.67,1,Stokvis Nord Afr,
2024-03-14,219.20,219.20,219.20,0.00,10,BALIMA,
2024-03-14,325.00,325.00,325.00,2.20,360,Afric Indus,
2024-03-14,1360.00,1342.00,1360.00,1.42,40,Aluminium Maroc,
2024-03-14,95.00,92.87,95.74,-0.77,5411,Immr Invest,
2024-03-14,1315.00,1260.00,1315.00,0.00,1012,CMT,
2024-03-14,1045.00,1037.00,1045.00,0.00,102,SOTHEMA,
2024-03-14,285.50,284.00,285.50,-0.04,2803,SODEP,
2024-03-14,4600.00,4500.00,4600.00,2.22,2365,LABEL VIE,
2024-03-14,505.00,503.00,506.00,0.40,17489,Aradei Capital,
2024-03-14,122.00,121.70,122.00,0.00,41,ATLANTASANAD,
2024-03-14,28.75,26.20,28.75,-0.10,203,STROC Indus,
2024-03-14,1204.00,1204.00,1204.00,-0.25,1,AFMA,
2024-03-14,32.50,32.03,32.50,0.93,777,Ennakl,
2024-03-14,1345.00,1345.00,1371.00,-0.44,34,Total Maroc,
2024-03-14,196.50,195.05,196.55,0.74,37987,BOA,
2024-03-14,2450.00,2450.00,2450.00,0.00,120,Ste Boissons,
2024-03-14,1180.00,1180.00,1180.00,-1.50,800,EQDOM,
2024-03-14,4150.00,4150.00,4180.00,0.97,208,Afriquia Gaz,
2024-03-14,268.00,268.00,282.00,0.00,6050,Lesieur Cristal,
2024-03-14,161.00,161.00,161.00,0.00,420,S2M,
2024-03-14,492.95,479.00,492.95,2.27,122,SNEP,
2024-03-14,220.05,217.10,220.05,2.30,3161,Risma,
2024-03-14,677.00,675.00,679.80,0.45,2112,Akdital,
2024-03-14,77.59,77.59,77.59,0.00,28,Zellidja,
2024-03-14,64.50,64.50,66.20,-0.31,25856,Auto Hall,
2024-03-14,1997.00,1975.00,1997.00,1.37,9299,LafargeHolcim,
2024-03-14,69.00,69.00,69.00,0.00,60,Rebab Company,
2024-03-14,34.96,34.00,35.09,2.88,104806,Res.Dar Saada,
2024-03-14,4250.00,4250.00,4250.00,0.00,250,Wafa Assur,
2024-03-14,588.80,551.00,588.80,0.00,130,SALAFIN,
2024-03-14,22.00,21.04,22.00,0.00,240,IBMaroc,
2024-03-14,296.10,296.00,300.00,0.03,80821,BCP,
2024-03-14,158.00,156.00,158.00,1.28,21174,CFG Bank,
2024-03-14,725.00,725.00,725.00,0.00,518,DISWAY,
2024-03-14,87.00,87.00,87.00,-1.26,2,INVOLYS,
2024-03-14,375.00,370.00,379.90,-1.32,724,Jet Contractors,
2024-03-15,1740.00,1700.00,1740.00,1.75,2600,Ciments Maroc,
2024-03-15,680.00,675.10,685.00,0.44,8058,Akdital,
2024-03-15,86.95,86.95,87.00,-0.06,38,INVOLYS,
2024-03-15,199.00,198.50,199.00,1.27,12102,BOA,
2024-03-15,600.00,590.00,600.00,0.00,440,CTM,
2024-03-15,39.00,39.00,39.50,-1.27,2293,Delta Holding,
2024-03-15,69.00,69.00,69.00,0.00,60,Rebab Company,
2024-03-15,869.00,869.00,869.00,0.00,1410,CDM,
2024-03-15,123.00,121.75,123.00,0.82,11633,ATLANTASANAD,
2024-03-15,488.95,479.00,489.95,-0.81,155,SNEP,
2024-03-15,65.99,64.54,65.99,2.31,601,Auto Hall,
2024-03-15,100.00,100.00,100.00,-3.85,6,SRM,
2024-03-15,35.50,35.11,35.90,1.54,66522,Res.Dar Saada,
2024-03-15,575.00,556.60,575.00,0.35,889,BMCI,
2024-03-15,4300.00,4300.00,4300.00,1.18,103,Wafa Assur,
2024-03-15,22.00,21.04,22.00,0.00,240,IBMaroc,
2024-03-15,1180.00,1180.00,1180.00,0.00,800,EQDOM,
2024-03-15,3593.00,3593.00,3593.00,0.00,100,Dari Couspate,
2024-03-15,178.00,178.00,178.00,0.00,250,Unimer,
2024-03-15,1382.00,1382.00,1382.00,0.00,50,Sanlam Maroc,
2024-03-15,219.20,219.20,219.20,0.00,10,BALIMA,
2024-03-15,266.60,263.00,266.60,0.60,3160,Mutandis,
2024-03-15,1300.00,1300.00,1310.00,-1.14,1275,CMT,
2024-03-15,95.00,95.00,95.00,0.00,84,Immr Invest,
2024-03-15,7051.00,7051.00,7051.00,0.00,6,Agma,
2024-03-15,700.00,680.00,701.00,-2.91,19186,Sonasid,
2024-03-15,325.00,324.95,325.00,0.00,280,Afric Indus,
2024-03-15,514.00,507.20,514.00,1.38,39442,Attijariwafa,
2024-03-15,1360.00,1342.00,1360.00,0.00,40,Aluminium Maroc,
2024-03-15,45.20,45.20,45.95,-2.06,101,Colorado,
2024-03-15,10.51,10.51,10.78,-2.50,119,Stokvis Nord Afr,
2024-03-15,87.89,85.00,87.99,3.28,2390,FENIE BROSSETTE,
2024-03-15,660.00,660.00,660.00,0.00,100,Timar,
2024-03-15,2166.00,2166.00,2166.00,0.00,140,Auto Nejma,
2024-03-15,972.00,972.00,972.00,0.00,100,PROMOPHARM,
2024-03-15,2500.00,2450.00,2500.00,2.04,726,Ste Boissons,
2024-03-15,1217.00,1217.00,1219.00,-0.16,11450,TAQA Morocco,
2024-03-15,158.55,157.10,158.55,0.35,32337,CFG Bank,
2024-03-15,725.00,725.00,725.00,0.00,65,DISWAY,
2024-03-15,299.00,299.00,299.50,0.98,28954,BCP,
2024-03-15,553.00,553.00,553.00,-6.08,2330,SALAFIN,
2024-03-15,184.00,179.00,185.00,3.08,86964,Alliances,
2024-03-15,227.00,224.10,227.40,0.11,436,Disty Technolog,
2024-03-15,192.00,192.00,194.00,0.00,11396,COSUMAR,
2024-03-15,77.59,77.59,77.59,0.00,28,Zellidja,
2024-03-15,2000.00,1967.00,2000.00,0.15,7335,LafargeHolcim,
2024-03-15,20.00,19.48,20.09,3.73,3182074,Addoha,
2024-03-15,161.00,161.00,161.00,0.00,370,S2M,
2024-03-15,235.00,233.05,235.00,0.86,10859,TGCC,
2024-03-15,1050.00,1040.00,1050.00,0.48,70,SOTHEMA,
2024-03-15,517.00,517.00,517.00,-0.02,250,M2M Group,
2024-03-15,367.00,360.00,367.00,0.03,7951,CIH,
2024-03-15,23.30,23.06,23.94,0.00,631,Cartier Saada,
2024-03-15,229.90,226.05,232.00,4.48,116713,Risma,
2024-03-15,1424.00,1424.00,1424.00,0.00,10,SMI,
2024-03-15,268.00,268.00,282.00,0.00,6050,Lesieur Cristal,
2024-03-15,370.00,370.00,378.90,-1.33,2335,Jet Contractors,
2024-03-15,4500.00,4500.00,4738.00,-2.17,75,LABEL VIE,
2024-03-15,678.00,670.00,678.00,1.19,83,Microdata,
2024-03-15,1380.00,1331.00,1380.00,2.60,3220,Total Maroc,
2024-03-15,32.50,32.05,32.50,0.00,78,Ennakl,
2024-03-15,4150.00,4150.00,4200.00,0.00,205,Afriquia Gaz,
2024-03-15,1420.00,1420.00,1420.00,0.00,20,Oulmes,
2024-03-15,29.99,26.35,29.99,4.31,120,STROC Indus,
2024-03-15,510.00,503.00,510.00,0.99,4010,Aradei Capital,
2024-03-15,1204.00,1204.00,1204.00,0.00,1,AFMA,
2024-03-15,285.50,284.00,286.00,0.00,16429,SODEP,
2024-03-18,281.50,280.00,286.50,-1.40,5534,SODEP,
2024-03-18,10.55,10.55,10.75,0.38,770,Stokvis Nord Afr,
2024-03-18,65.89,64.56,66.00,-0.15,9183,Auto Hall,
2024-03-18,1430.00,1424.00,1430.00,0.42,87,SMI,
2024-03-18,100.00,100.00,100.00,0.00,600,SRM,
2024-03-18,1360.00,1342.00,1360.00,0.00,40,Aluminium Maroc,
2024-03-18,588.00,588.00,588.00,6.33,150,SALAFIN,
2024-03-18,510.00,506.60,514.00,-0.78,80941,Attijariwafa,
2024-03-18,189.00,185.30,191.00,2.72,76327,Alliances,
2024-03-18,122.00,121.00,123.00,-0.81,1315,ATLANTASANAD,
2024-03-18,512.00,511.00,518.00,0.39,2187,Aradei Capital,
2024-03-18,1400.00,1400.00,1400.00,1.30,2,Sanlam Maroc,
2024-03-18,705.00,699.00,708.70,0.71,2419,Sonasid,
2024-03-18,478.00,478.00,490.00,-2.24,263,SNEP,
2024-03-18,1040.00,1040.00,1044.00,-0.95,5,SOTHEMA,
2024-03-18,23.50,22.02,23.50,0.86,1177,Cartier Saada,
2024-03-18,379.80,375.00,386.00,2.65,1963,Jet Contractors,
2024-03-18,680.00,680.00,689.00,0.00,2459,Akdital,
2024-03-18,155.55,155.55,155.55,-3.39,50,S2M,
2024-03-18,2550.00,2550.00,2550.00,2.00,15,Ste Boissons,
2024-03-18,268.00,268.00,282.00,0.00,6050,Lesieur Cristal,
2024-03-18,178.00,178.00,178.00,0.00,250,Unimer,
2024-03-18,157.00,155.50,158.00,-0.98,2528,CFG Bank,
2024-03-18,69.00,69.00,69.00,0.00,60,Rebab Company,
2024-03-18,32.50,32.50,32.50,0.00,350,Ennakl,
2024-03-18,4150.00,4150.00,4200.00,0.00,205,Afriquia Gaz,
2024-03-18,660.00,660.00,660.00,0.00,100,Timar,
2024-03-18,2166.00,2166.00,2166.00,0.00,140,Auto Nejma,
2024-03-18,46.00,46.00,46.00,1.77,409,Colorado,
2024-03-18,1180.00,1180.00,1180.00,0.00,800,EQDOM,
2024-03-18,4700.00,4689.00,4700.00,4.44,200,LABEL VIE,
2024-03-18,29.00,27.00,29.00,-3.30,11,STROC Indus,
2024-03-18,1379.00,1351.00,1379.00,-0.07,28,Total Maroc,
2024-03-18,1290.00,1290.00,1300.00,-0.77,187,CMT,
2024-03-18,36.05,35.80,36.80,1.55,103789,Res.Dar Saada,
2024-03-18,365.00,365.00,367.00,-0.54,214,CIH,
2024-03-18,229.50,226.10,230.00,-0.17,28025,Risma,
2024-03-18,219.20,219.20,219.20,0.00,10,BALIMA,
2024-03-18,1220.00,1190.00,1220.00,0.25,4090,TAQA Morocco,
2024-03-18,86.05,86.05,86.05,-1.04,64,INVOLYS,
2024-03-18,4300.00,4300.00,4300.00,0.00,103,Wafa Assur,
2024-03-18,1740.00,1700.00,1740.00,0.00,2600,Ciments Maroc,
2024-03-18,87.00,87.00,87.90,-1.01,957,FENIE BROSSETTE,
2024-03-18,20.80,20.20,20.98,4.00,1735226,Addoha,
2024-03-18,22.00,22.00,22.88,0.00,4680,IBMaroc,
2024-03-18,94.05,93.65,94.05,-1.00,103,Immr Invest,
2024-03-18,319.00,319.00,325.00,-1.85,2940,Afric Indus,
2024-03-18,198.00,198.00,199.50,-0.50,2440,BOA,
2024-03-18,1229.00,1229.00,1229.00,2.08,1,AFMA,
2024-03-18,2000.00,2000.00,2024.00,0.00,2050,LafargeHolcim,
2024-03-18,560.00,560.00,560.00,-2.61,3026,BMCI,
2024-03-18,231.80,227.45,232.00,2.11,1538,Disty Technolog,
2024-03-18,600.00,590.00,600.00,0.00,440,CTM,
2024-03-18,299.00,299.00,301.95,0.00,20509,BCP,
2024-03-18,3593.00,3593.00,3593.00,0.00,100,Dari Couspate,
2024-03-18,660.00,625.10,661.00,-2.65,953,Microdata,
2024-03-18,236.00,233.00,236.00,0.43,10883,TGCC,
2024-03-18,195.90,195.90,204.20,2.03,68082,COSUMAR,
2024-03-18,39.50,39.00,39.50,1.28,306,Delta Holding,
2024-03-18,7099.00,7099.00,7099.00,0.68,1,Agma,
2024-03-18,1420.00,1420.00,1420.00,0.00,20,Oulmes,
2024-03-18,517.00,517.00,517.00,0.00,40,M2M Group,
2024-03-18,266.40,262.00,266.40,-0.08,230,Mutandis,
2024-03-18,77.59,77.59,77.59,0.00,28,Zellidja,
2024-03-18,972.00,972.00,972.00,0.00,100,PROMOPHARM,
2024-03-18,725.00,725.00,725.00,0.00,65,DISWAY,
2024-03-18,880.00,880.00,880.00,1.27,20,CDM,
2024-03-19,588.00,588.00,588.00,0.00,150,SALAFIN,
2024-03-19,64.00,63.99,64.70,-2.87,46204,Auto Hall,
2024-03-19,374.90,370.00,375.00,-1.29,1266,Jet Contractors,
2024-03-19,360.10,360.10,367.00,-1.34,370,CIH,
2024-03-19,28.95,28.95,28.99,-0.17,17,STROC Indus,
2024-03-19,1705.00,1653.00,1730.00,-2.01,1833,Ciments Maroc,
2024-03-19,266.30,262.50,266.30,-0.04,327,Mutandis,
2024-03-19,100.00,100.00,100.00,0.00,600,SRM,
2024-03-19,1360.00,1342.00,1360.00,0.00,40,Aluminium Maroc,
2024-03-19,560.00,560.00,560.00,0.00,508,BMCI,
2024-03-19,122.50,122.10,122.50,0.41,30119,ATLANTASANAD,
2024-03-19,94.00,94.00,95.58,-0.05,5529,Immr Invest,
2024-03-19,1420.00,1420.00,1420.00,0.00,20,Oulmes,
2024-03-19,319.05,319.05,324.00,0.02,190,Afric Indus,
2024-03-19,1220.00,1196.00,1220.00,0.00,900,TAQA Morocco,
2024-03-19,86.00,86.00,86.00,-0.06,116,INVOLYS,
2024-03-19,670.00,646.00,670.00,1.52,48,Microdata,
2024-03-19,970.00,970.00,970.00,-0.21,40,PROMOPHARM,
2024-03-19,296.00,296.00,299.00,-1.00,25624,BCP,
2024-03-19,21.80,21.00,22.64,4.81,2349354,Addoha,
2024-03-19,678.10,677.00,686.50,-0.28,3350,Akdital,
2024-03-19,268.00,268.00,282.00,0.00,6050,Lesieur Cristal,
2024-03-19,486.00,486.00,486.00,-6.00,30,M2M Group,
2024-03-19,235.05,233.40,236.00,-0.40,5444,TGCC,
2024-03-19,1989.00,1989.00,2010.00,-0.55,4710,LafargeHolcim,
2024-03-19,69.00,69.00,69.00,0.00,60,Rebab Company,
2024-03-19,156.30,155.00,157.00,-0.45,7953,CFG Bank,
2024-03-19,4150.00,4150.00,4150.00,0.00,50,Afriquia Gaz,
2024-03-19,36.49,36.00,37.20,1.22,226671,Res.Dar Saada,
2024-03-19,507.00,495.10,509.00,-0.59,38276,Attijariwafa,
2024-03-19,22.54,22.54,23.30,-4.09,1600,Cartier Saada,
2024-03-19,660.00,660.00,660.00,0.00,100,Timar,
2024-03-19,10.23,10.20,10.50,-3.03,2570,Stokvis Nord Afr,
2024-03-19,1040.00,1040.00,1040.00,0.00,342,SOTHEMA,
2024-03-19,4700.00,4700.00,4700.00,0.00,20,LABEL VIE,
2024-03-19,7099.00,7099.00,7099.00,0.00,1,Agma,
2024-03-19,880.00,880.00,880.00,0.00,20,CDM,
2024-03-19,1332.00,1332.00,1332.00,-3.41,1,Total Maroc,
2024-03-19,198.00,197.00,199.80,0.00,2639,BOA,
2024-03-19,1418.00,1380.00,1418.00,-0.84,3081,SMI,
2024-03-19,178.00,178.00,178.00,0.00,250,Unimer,
2024-03-19,2166.00,2166.00,2166.00,0.00,140,Auto Nejma,
2024-03-19,46.40,45.52,46.49,0.87,1395,Colorado,
2024-03-19,192.00,191.00,197.95,-1.99,42722,COSUMAR,
2024-03-19,77.59,77.59,77.59,0.00,28,Zellidja,
2024-03-19,229.40,226.00,230.00,-0.04,27000,Risma,
2024-03-19,219.20,219.20,219.20,0.00,10,BALIMA,
2024-03-19,725.60,725.60,725.60,0.08,2,DISWAY,
2024-03-19,32.50,32.50,32.50,0.00,350,Ennakl,
2024-03-19,231.90,229.00,234.00,0.04,11498,Disty Technolog,
2024-03-19,580.00,580.00,590.00,-3.33,6510,CTM,
2024-03-19,1203.00,1203.00,1203.00,-2.12,1,AFMA,
2024-03-19,1400.00,1400.00,1400.00,0.00,20,Sanlam Maroc,
2024-03-19,1180.00,1150.00,1180.00,0.00,2333,EQDOM,
2024-03-19,191.00,189.25,193.50,1.06,65065,Alliances,
2024-03-19,508.00,508.00,518.00,-0.78,75,Aradei Capital,
2024-03-19,4300.00,4200.00,4300.00,0.00,118,Wafa Assur,
2024-03-19,1300.00,1280.00,1300.00,0.78,68,CMT,
2024-03-19,284.00,281.20,284.00,0.89,16749,SODEP,
2024-03-19,39.40,39.05,39.40,-0.25,40,Delta Holding,
2024-03-19,21.00,21.00,21.30,-4.55,25420,IBMaroc,
2024-03-19,161.00,161.00,161.00,3.50,100,S2M,
2024-03-19,87.00,86.02,87.00,0.00,101,FENIE BROSSETTE,
2024-03-19,2550.00,2550.00,2550.00,0.00,250,Ste Boissons,
2024-03-19,483.00,478.00,483.00,1.05,267,SNEP,
2024-03-19,3593.00,3593.00,3593.00,0.00,100,Dari Couspate,
2024-03-19,719.00,695.00,719.00,1.99,9995,Sonasid,
2024-03-20,680.00,675.70,683.00,0.28,9009,Akdital,
2024-03-20,71.90,71.90,71.90,4.20,500,Rebab Company,
2024-03-20,281.10,281.10,283.95,-1.02,33383,SODEP,
2024-03-20,178.00,178.00,178.00,0.00,250,Unimer,
2024-03-20,1989.00,1989.00,1999.00,0.00,2017,LafargeHolcim,
2024-03-20,29.00,29.00,29.00,0.17,200,STROC Indus,
2024-03-20,268.30,268.30,268.35,0.11,800,Lesieur Cristal,
2024-03-20,880.00,880.00,880.00,0.00,35000,CDM,
2024-03-20,505.00,505.00,505.00,-0.59,5026,Aradei Capital,
2024-03-20,77.00,77.00,77.00,-0.76,5,Zellidja,
2024-03-20,170.65,170.65,170.65,5.99,1000,S2M,
2024-03-20,712.00,712.00,712.00,-1.87,7,DISWAY,
2024-03-20,2550.00,2550.00,2550.00,0.00,250,Ste Boissons,
2024-03-20,1559.00,1559.00,1559.00,9.94,841,SMI,
2024-03-20,236.00,233.50,237.00,0.40,16278,TGCC,
2024-03-20,2166.00,2166.00,2166.00,0.00,140,Auto Nejma,
2024-03-20,1220.00,1220.00,1220.00,0.00,4000,TAQA Morocco,
2024-03-20,1335.00,1335.00,1335.00,-5.99,10,Oulmes,
2024-03-20,709.00,709.00,722.00,-1.39,3733,Sonasid,
2024-03-20,565.00,565.00,565.00,0.89,1043,BMCI,
2024-03-20,102.50,102.50,102.50,2.50,8,SRM,
2024-03-20,3593.00,3593.00,3593.00,0.00,100,Dari Couspate,
2024-03-20,262.00,262.00,268.00,-1.61,3738,Mutandis,
2024-03-20,670.00,646.00,670.00,0.00,48,Microdata,
2024-03-20,486.00,486.00,486.00,0.00,30,M2M Group,
2024-03-20,588.00,588.00,588.00,0.00,150,SALAFIN,
2024-03-20,7000.00,7000.00,7000.00,-1.39,1,Agma,
2024-03-20,292.20,292.20,296.00,-1.28,22097,BCP,
2024-03-20,598.00,598.00,598.00,3.10,50,CTM,
2024-03-20,185.00,185.00,192.00,-3.14,62062,Alliances,
2024-03-20,970.00,970.00,970.00,0.00,40,PROMOPHARM,
2024-03-20,233.50,227.65,233.50,0.69,2360,Disty Technolog,
2024-03-20,22.56,22.51,22.60,0.09,1395,Cartier Saada,
2024-03-20,503.60,503.00,506.90,-0.67,2526,Attijariwafa,
2024-03-20,193.00,192.00,200.00,0.52,17324,COSUMAR,
2024-03-20,39.50,39.15,39.50,0.25,1105,Delta Holding,
2024-03-20,1204.00,1204.00,1204.00,0.08,1,AFMA,
2024-03-20,21.00,20.90,21.80,-3.67,2956100,Addoha,
2024-03-20,1300.00,1300.00,1332.00,-2.40,400,Total Maroc,
