Date,Value,Min,Max,Variation,Volume,Action,index
2025-07-29,950.00,950.00,950.00,1.06,14,Microdata,
2025-07-29,331.00,328.50,331.00,0.00,601,Disty Technolog,
2025-07-29,88.49,88.10,88.50,0.00,2325,Immr Invest,
2025-07-29,246.20,246.00,254.00,-0.73,13559,CFG Bank,
2025-07-29,33.35,33.02,33.37,-0.03,3941,Ennakl,
2025-07-29,1225.00,1225.00,1225.00,0.57,210920,Oulmes,
2025-07-29,1101.00,1101.00,1102.00,0.36,188,EQDOM,
2025-07-29,902.10,902.10,917.00,-1.73,1510,CTM,
2025-07-29,276.20,276.20,276.20,-5.99,26,Zellidja,
2025-07-29,2690.00,2651.00,2699.00,0.00,5857,CMT,
2025-07-29,61.00,60.02,61.00,0.00,1236,Colorado,
2025-07-29,291.00,290.00,294.60,0.69,1568,Mutandis,
2025-07-29,327.95,319.00,334.95,2.12,7870,Afric Indus,
2025-07-29,1749.00,1700.00,1750.00,2.88,2380,Total Maroc,
2025-07-29,624.00,609.00,625.00,1.30,690,S2M,
2025-07-29,1970.00,1967.00,1999.00,0.15,32,Sanlam Maroc,
2025-07-29,740.00,725.10,740.00,1.93,100075,Attijariwafa,
2025-07-29,465.00,463.50,467.50,-0.64,592,Aradei Capital,
2025-07-29,1535.00,1511.00,1538.00,2.81,27219,Akdital,
2025-07-29,2000.00,2000.00,2037.00,0.00,11077,LafargeHolcim,
2025-07-29,5300.00,5297.00,5300.00,0.02,2140,Wafa Assur,
2025-07-31,1200.00,1200.00,1200.00,-2.04,10,Oulmes,
2025-07-31,61.00,60.05,61.00,0.00,9742,Colorado,
2025-07-31,2187.00,2187.00,2187.00,0.00,20,Auto Nejma,
2025-07-31,1793.00,1730.00,1793.00,2.52,2617,Total Maroc,
2025-07-31,1035.00,1001.00,1070.00,4.23,181926,TGCC,
2025-07-31,335.00,331.10,344.80,1.52,95308,BCP,
2025-07-31,501.10,500.00,510.00,-0.67,252,SRM,
2025-07-31,464.00,463.55,465.00,-0.22,440,Aradei Capital,
2025-07-31,450.00,449.00,456.00,0.45,295092,CIH,
2025-07-31,909.00,892.00,917.00,2.94,69954,SODEP,
2025-07-31,2060.00,2020.00,2076.00,0.98,136,Ciments Maroc,
2025-07-31,142.50,140.50,142.85,1.06,8056,ATLANTASANAD,
2025-07-31,964.00,940.00,964.00,1.47,459,Microdata,
2025-07-31,1578.00,1541.00,1599.00,2.80,20352,Akdital,
2025-07-31,69.50,69.50,71.88,-0.70,18490,IBMaroc,
2025-07-31,34.92,33.44,35.35,4.71,44786,Ennakl,
2025-07-31,38.37,38.00,39.00,-1.36,1211,Cartier Saada,
2025-07-31,249.90,243.55,250.00,3.26,182128,COSUMAR,
2025-07-31,750.00,736.00,755.00,1.35,78619,Attijariwafa,
2025-07-31,1374.00,1374.00,1374.00,-1.15,3,AFMA,
2025-07-31,500.00,500.00,519.00,-0.40,11050,M2M Group,
2025-07-31,163.00,163.00,163.00,-0.61,50,Unimer,
2025-07-31,2110.00,2099.00,2148.00,0.52,23737,Jet Contractors,
2025-07-31,2950.00,2940.00,2976.00,-0.51,16990,TAQA Morocco,
2025-07-31,4788.00,4704.00,4798.00,-0.23,115,LABEL VIE,
2025-07-31,265.20,265.00,269.90,-1.78,45265,BOA,
2025-07-31,917.90,903.00,920.00,1.75,1060,CTM,
2025-07-31,1120.00,1120.00,1120.00,-2.61,2100,PROMOPHARM,
2025-07-31,1147.00,1103.00,1147.00,4.18,5272,EQDOM,
2025-07-31,699.00,675.00,699.00,1.29,10895,SNEP,
2025-07-31,6890.00,6890.00,6890.00,0.00,1,Agma,
2025-07-31,1999.00,1998.00,1999.00,1.47,20,Sanlam Maroc,
2025-07-31,141.80,140.10,143.00,0.04,89365,Res.Dar Saada,
2025-07-31,5280.00,5220.00,5300.00,-0.38,881,Wafa Assur,
2025-07-31,37.00,36.52,37.20,-0.48,479147,Addoha,
2025-07-31,2949.00,2600.00,2950.00,9.63,1674,CMT,
2025-07-31,95.39,95.39,95.39,5.99,20,Rebab Company,
2025-07-31,418.00,416.00,430.00,0.24,2182,FENIE BROSSETTE,
2025-07-31,283.95,280.00,283.95,1.05,410,Lesieur Cristal,
2025-07-31,374.00,372.00,380.00,0.00,3115,Risma,
2025-07-31,2050.00,2050.00,2094.00,0.00,12,Ste Boissons,
2025-07-31,1040.00,1040.00,1059.00,-0.95,45350,CDM,
2025-07-31,1900.00,1850.00,1910.00,0.53,450,Aluminium Maroc,
2025-07-31,88.50,88.49,89.80,0.01,13083,Immr Invest,
2025-07-31,80.00,79.92,80.90,0.00,8682,Delta Holding,
2025-07-31,319.50,315.00,328.85,-2.58,16480,Afric Indus,
2025-07-31,2000.00,1970.00,2000.00,0.00,3271,LafargeHolcim,
2025-07-31,2450.00,2420.00,2498.00,0.00,1833,Sonasid,
2025-07-31,259.65,259.65,259.65,-5.99,71,Zellidja,
2025-07-31,555.60,555.60,555.60,-5.99,9860,SALAFIN,
2025-07-31,379.00,375.05,383.00,1.07,32804,CMGP Group,
2025-07-31,155.00,154.00,158.90,-2.39,1114,INVOLYS,
2025-07-31,4379.00,4350.00,4379.00,-0.48,5,Afriquia Gaz,
2025-07-31,3700.00,3700.00,3700.00,0.00,20,Dari Couspate,
2025-07-31,330.00,329.00,335.00,-0.30,287,Disty Technolog,
2025-07-31,2819.00,2635.00,2899.00,1.40,1440,SMI,
2025-07-31,300.00,300.00,300.00,0.00,810,BALIMA,
2025-07-31,1820.00,1758.00,1820.00,-0.87,845,SOTHEMA,
2025-07-31,620.00,620.00,627.90,-0.64,1080,S2M,
2025-07-31,730.00,730.00,733.00,-0.41,193,DISWAY,
2025-07-31,614.90,605.00,616.40,0.02,5332,BMCI,
2025-07-31,248.00,245.00,250.00,0.73,9068,CFG Bank,
2025-07-31,83.50,82.50,83.50,0.00,2379,Auto Hall,
2025-07-31,284.50,284.50,292.35,-2.23,15108,Mutandis,
2025-07-31,480.00,472.00,484.30,1.05,42233,Alliances,
2025-07-31,198.10,190.00,208.90,-2.89,13737,STROC Indus,
2025-08-01,375.00,374.00,380.00,0.27,1587,Risma,
2025-08-01,36.70,36.70,37.10,-0.81,496789,Addoha,
2025-08-01,164.00,164.00,164.00,0.61,40,Unimer,
2025-08-01,38.90,38.37,39.80,1.38,2169,Cartier Saada,
2025-08-01,79.90,79.02,80.98,-0.12,9889,Delta Holding,
2025-08-01,265.30,265.10,268.00,0.04,15665,BOA,
2025-08-01,61.50,60.30,61.99,0.82,8380,Colorado,
2025-08-01,3900.00,3900.00,3900.00,5.41,500,Dari Couspate,
2025-08-01,905.50,888.00,918.90,-0.39,46183,SODEP,
2025-08-01,2790.00,2712.00,2793.00,-1.03,152,SMI,
2025-08-01,506.00,501.00,519.90,0.98,189,SRM,
2025-08-01,2187.00,2187.00,2187.00,0.00,20,Auto Nejma,
2025-08-01,328.80,317.00,328.90,2.91,6840,Afric Indus,
2025-08-01,6890.00,6890.00,6890.00,0.00,1,Agma,
2025-08-01,2000.00,2000.00,2096.00,-2.44,137,Ste Boissons,
2025-08-01,1120.00,1120.00,1120.00,0.00,4050,PROMOPHARM,
2025-08-01,5280.00,5220.00,5300.00,0.00,881,Wafa Assur,
2025-08-01,750.00,750.00,765.00,0.00,23320,Attijariwafa,
2025-08-01,2968.00,2911.00,2968.00,0.61,12510,TAQA Morocco,
2025-08-01,2480.00,2430.00,2480.00,1.22,1711,Sonasid,
2025-08-01,300.00,300.00,300.00,0.00,200,BALIMA,
2025-08-01,1568.00,1568.00,1576.00,-0.63,13062,Akdital,
2025-08-01,617.50,612.00,617.50,0.42,2996,BMCI,
2025-08-01,69.80,69.80,71.90,0.43,9150,IBMaroc,
2025-08-01,442.05,440.00,455.00,-1.77,2217,CIH,
2025-08-01,2000.00,1999.00,2000.00,0.05,606,Sanlam Maroc,
2025-08-01,139.80,139.80,142.80,-1.41,55935,Res.Dar Saada,
2025-08-01,279.00,279.00,290.00,-1.74,740,Lesieur Cristal,
2025-08-01,330.00,324.60,330.00,0.00,747,Disty Technolog,
2025-08-01,4350.00,4320.00,4399.00,-0.66,4860,Afriquia Gaz,
2025-08-01,757.00,726.00,759.90,3.70,928,DISWAY,
2025-08-01,286.00,284.00,290.60,0.53,7366,Mutandis,
2025-08-01,380.00,376.30,388.00,0.26,71327,CMGP Group,
2025-08-01,588.90,588.90,588.90,5.99,10950,SALAFIN,
2025-08-01,1788.00,1754.00,1800.00,-0.28,698,Total Maroc,
2025-08-01,478.00,478.00,493.00,-0.42,33968,Alliances,
2025-08-01,2896.00,2801.00,2921.00,-1.80,439,CMT,
2025-08-01,438.00,426.00,459.00,4.78,16360,FENIE BROSSETTE,
2025-08-01,1020.00,1020.00,1043.00,-1.92,66070,CDM,
2025-08-01,213.90,197.05,217.90,7.98,18764,STROC Indus,
2025-08-01,100.00,100.00,100.00,4.83,3000,Rebab Company,
2025-08-01,88.75,88.75,89.40,0.28,1585,Immr Invest,
2025-08-01,2000.00,1950.00,2000.00,0.00,4249,LafargeHolcim,
2025-08-01,1900.00,1850.00,1900.00,0.00,60,Aluminium Maroc,
2025-08-01,1800.00,1751.00,1818.00,-1.10,1636,SOTHEMA,
2025-08-01,610.00,600.20,630.00,-1.61,15450,S2M,
2025-08-01,275.00,275.00,275.00,5.91,121,Zellidja,
2025-08-01,330.00,330.00,340.00,-1.49,118588,BCP,
2025-08-01,159.00,157.00,159.00,2.58,2860,INVOLYS,
2025-08-01,467.00,463.70,467.00,0.65,3344,Aradei Capital,
2025-08-01,250.00,245.00,250.00,0.81,30049,CFG Bank,
2025-08-01,34.50,34.01,35.00,-1.20,11167,Ennakl,
2025-08-01,245.00,245.00,248.95,-1.96,1380,COSUMAR,
2025-08-01,500.00,500.00,513.70,0.00,11820,M2M Group,
2025-08-01,1374.00,1374.00,1374.00,0.00,3,AFMA,
2025-08-01,1205.00,1180.00,1212.00,5.06,1600,EQDOM,
2025-08-01,4786.00,4710.00,4787.00,-0.04,208,LABEL VIE,
2025-08-01,2012.00,2012.00,2073.00,-2.33,1142,Ciments Maroc,
2025-08-01,910.10,906.00,910.10,-0.85,1640,CTM,
2025-08-01,80.00,80.00,83.45,-4.19,23138,Auto Hall,
2025-08-01,140.00,140.00,142.50,-1.75,9839,ATLANTASANAD,
2025-08-01,696.90,683.00,699.00,-0.30,898,SNEP,
2025-08-01,1034.00,1015.00,1080.00,-0.10,309194,TGCC,
2025-08-01,1181.00,1181.00,1181.00,-1.58,260,Oulmes,
2025-08-01,960.00,960.00,970.00,-0.41,804,Microdata,
2025-08-01,2100.00,2100.00,2149.00,-0.47,9681,Jet Contractors,
2025-08-04,88.00,88.00,89.88,-0.85,13931,Immr Invest,
2025-08-04,505.00,496.20,505.00,1.00,410,M2M Group,
2025-08-04,291.45,291.45,291.45,5.98,49,Zellidja,
2025-08-04,83.80,80.00,83.80,4.75,29563,Auto Hall,
2025-08-04,513.80,500.00,514.00,1.54,352,SRM,
2025-08-04,174.85,156.05,174.85,9.97,12877,INVOLYS,
2025-08-04,2720.00,2700.00,2740.00,-2.51,383,SMI,
2025-08-04,80.00,79.26,80.69,0.13,5408,Delta Holding,
2025-08-04,142.70,138.30,142.70,1.93,4849,ATLANTASANAD,
2025-08-04,328.00,328.00,334.00,-0.61,38898,BCP,
2025-08-04,490.00,474.00,490.00,2.51,26756,Alliances,
2025-08-04,618.80,608.00,619.00,0.21,270,BMCI,
2025-08-04,2915.00,2910.00,2977.00,-1.79,6890,TAQA Morocco,
2025-08-04,5280.00,5220.00,5300.00,0.00,881,Wafa Assur,
2025-08-04,698.00,680.00,698.00,0.16,594,SNEP,
2025-08-04,34.49,34.11,34.50,-0.03,4185,Ennakl,
2025-08-04,2160.00,2112.00,2200.00,2.86,11511,Jet Contractors,
2025-08-04,466.00,464.00,467.00,-0.21,785,Aradei Capital,
2025-08-04,1786.00,1755.00,1786.00,-0.11,220,Total Maroc,
2025-08-04,434.00,427.00,441.95,-1.82,32632,CIH,
2025-08-04,141.50,136.30,141.95,1.22,50339,Res.Dar Saada,
2025-08-04,285.00,285.00,285.00,2.15,20,Lesieur Cristal,
2025-08-04,1175.00,1175.00,1200.00,-2.49,6393,EQDOM,
2025-08-04,337.00,329.00,337.00,2.12,3080,Disty Technolog,
2025-08-04,764.40,750.00,765.00,0.98,450,DISWAY,
2025-08-04,374.50,370.00,374.50,-0.13,1152,Risma,
2025-08-04,376.00,375.00,385.95,-1.05,10274,CMGP Group,
2025-08-04,610.00,610.00,610.00,3.58,6000,SALAFIN,
2025-08-04,285.00,280.00,285.00,-0.35,3960,Mutandis,
2025-08-04,905.00,905.00,919.00,-0.56,2000,CTM,
2025-08-04,1040.00,1040.00,1055.00,1.96,6130,CDM,
2025-08-04,1181.00,1181.00,1181.00,0.00,260,Oulmes,
2025-08-04,102.00,102.00,102.00,2.00,1220,Rebab Company,
2025-08-04,1861.00,1861.00,1900.00,-2.05,210,Aluminium Maroc,
2025-08-04,1789.00,1750.00,1805.00,-0.61,611,SOTHEMA,
2025-08-04,235.25,213.90,235.25,9.98,33388,STROC Indus,
2025-08-04,1977.00,1976.00,2008.00,-1.15,98,Sanlam Maroc,
2025-08-04,617.00,600.00,620.00,1.15,12180,S2M,
2025-08-04,1978.00,1952.00,1999.00,-1.10,468,LafargeHolcim,
2025-08-04,2774.00,2774.00,2895.00,-4.21,2277,CMT,
2025-08-04,481.75,450.00,481.75,9.99,14158,FENIE BROSSETTE,
2025-08-04,950.00,940.00,960.00,-1.04,69,Microdata,
2025-08-04,1035.00,990.10,1040.00,1.17,66105,TGCC,
2025-08-04,61.00,60.52,61.95,-0.81,690,Colorado,
2025-08-04,6890.00,6890.00,6890.00,0.00,1,Agma,
2025-08-04,2025.00,2025.00,2097.00,1.25,18,Ste Boissons,
2025-08-04,300.00,300.00,300.00,0.00,90,BALIMA,
2025-08-04,326.00,321.20,328.00,-0.85,2080,Afric Indus,
2025-08-04,3900.00,3900.00,3900.00,0.00,20,Dari Couspate,
2025-08-04,2410.00,2410.00,2480.00,-2.82,993,Sonasid,
2025-08-04,907.00,905.00,914.90,0.17,22014,SODEP,
2025-08-04,2187.00,2187.00,2187.00,0.00,20,Auto Nejma,
2025-08-04,37.15,36.01,37.15,1.23,452396,Addoha,
2025-08-04,1187.00,1187.00,1187.00,5.98,30,PROMOPHARM,
2025-08-04,248.00,243.00,250.00,-0.80,2247,CFG Bank,
2025-08-04,266.00,264.00,267.95,0.26,1393,BOA,
2025-08-04,4350.00,4330.00,4398.00,0.00,467,Afriquia Gaz,
2025-08-04,1374.00,1374.00,1374.00,0.00,3,AFMA,
2025-08-04,41.98,37.70,41.99,7.92,30995,Cartier Saada,
2025-08-04,750.00,743.00,750.00,0.00,28909,Attijariwafa,
2025-08-04,76.75,69.20,76.75,9.96,54490,IBMaroc,
2025-08-04,2025.00,2025.00,2070.00,0.65,3641,Ciments Maroc,
2025-08-04,1568.00,1550.00,1569.00,0.00,6039,Akdital,
2025-08-04,242.00,241.00,250.00,-1.22,13789,COSUMAR,
2025-08-04,163.00,163.00,163.00,-0.61,130,Unimer,
2025-08-04,4785.00,4785.00,4785.00,-0.02,5,LABEL VIE,
2025-08-05,330.00,325.00,335.00,1.23,7170,Afric Indus,
2025-08-05,295.00,295.00,295.00,1.22,19,Zellidja,
2025-08-05,753.00,747.50,754.00,0.40,49944,Attijariwafa,
2025-08-05,1235.00,1222.00,1245.00,5.11,2817,EQDOM,
2025-08-05,5280.00,5220.00,5300.00,0.00,881,Wafa Assur,
2025-08-05,1181.00,1181.00,1181.00,0.00,260,Oulmes,
2025-08-05,2042.00,2000.00,2042.00,3.29,38,Sanlam Maroc,
2025-08-05,250.00,248.00,253.00,0.81,320792,CFG Bank,
2025-08-05,6480.00,6480.00,6480.00,-5.95,3,Agma,
2025-08-05,231.00,225.00,254.90,-1.81,42645,STROC Indus,
2025-08-05,3900.00,3900.00,3900.00,0.00,100,Dari Couspate,
2025-08-05,87.00,84.00,89.00,3.82,47411,Auto Hall,
2025-08-05,2187.00,2187.00,2187.00,0.00,20,Auto Nejma,
2025-08-05,2747.00,2700.00,2840.00,0.99,110,SMI,
2025-08-05,2435.00,2400.00,2440.00,1.04,1101,Sonasid,
2025-08-05,77.00,77.00,80.00,0.33,41520,IBMaroc,
2025-08-05,239.55,239.55,243.90,-1.01,42043,COSUMAR,
2025-08-05,88.10,87.65,89.84,0.11,2486,Immr Invest,
2025-08-05,34.30,34.20,34.50,-0.55,5986,Ennakl,
2025-08-05,970.00,962.00,970.00,2.11,30,Microdata,
2025-08-05,1780.00,1740.00,1800.00,-0.34,1209,Total Maroc,
2025-08-05,443.00,440.00,450.00,2.07,148925,CIH,
2025-08-05,335.00,330.20,340.00,-0.59,1151,Disty Technolog,
2025-08-05,100.00,100.00,100.00,-1.96,80,Rebab Company,
2025-08-05,1050.00,1045.00,1050.00,0.96,14980,CDM,
2025-08-05,698.00,688.50,698.00,0.00,90,SNEP,
2025-08-05,2238.00,2162.00,2250.00,3.61,14327,Jet Contractors,
2025-08-05,285.00,285.00,285.00,0.00,20,Lesieur Cristal,
2025-08-05,500.00,490.00,505.00,2.04,63875,Alliances,
2025-08-05,1250.00,1250.00,1250.00,5.31,20,PROMOPHARM,
2025-08-05,141.50,141.50,146.60,0.00,112455,Res.Dar Saada,
2025-08-05,373.00,370.00,373.00,-0.40,3043,Risma,
2025-08-05,1990.00,1980.00,2000.00,0.61,6580,LafargeHolcim,
2025-08-05,610.00,606.00,616.00,-1.13,2860,S2M,
2025-08-05,4660.00,4643.00,4780.00,-2.61,1006,LABEL VIE,
2025-08-05,1861.00,1861.00,1880.00,0.00,220,Aluminium Maroc,
2025-08-05,505.00,502.00,512.00,-1.71,261,SRM,
2025-08-05,328.00,328.00,334.00,0.00,21291,BCP,
2025-08-05,573.50,573.50,573.50,-5.98,5250,SALAFIN,
2025-08-05,520.00,495.20,529.20,7.94,31304,FENIE BROSSETTE,
2025-08-05,79.00,79.00,80.60,-1.25,62153,Delta Holding,
2025-08-05,465.20,464.00,467.90,-0.17,255,Aradei Capital,
2025-08-05,2030.00,2010.00,2030.00,0.25,1322,Ciments Maroc,
2025-08-05,390.00,378.00,400.00,3.72,238859,CMGP Group,
2025-08-05,773.80,764.00,775.00,1.23,753,DISWAY,
2025-08-05,175.00,170.00,184.00,0.09,7870,INVOLYS,
2025-08-05,1032.00,1030.00,1055.00,-0.29,70277,TGCC,
2025-08-05,1779.00,1727.00,1791.00,-0.56,597,SOTHEMA,
2025-08-05,2915.00,2910.00,2929.00,0.00,14060,TAQA Morocco,
2025-08-05,1374.00,1374.00,1374.00,0.00,12,AFMA,
2025-08-05,279.95,279.95,285.00,-1.77,23865,Mutandis,
2025-08-05,4330.00,4325.00,4350.00,-0.46,11,Afriquia Gaz,
2025-08-05,289.00,289.00,289.00,-3.67,50,BALIMA,
2025-08-05,1568.00,1560.00,1578.00,0.00,19120,Akdital,
2025-08-05,613.90,613.90,613.90,-0.79,30,BMCI,
2025-08-05,162.00,162.00,162.00,-0.61,80,Unimer,
2025-08-05,266.00,265.00,266.00,0.00,126135,BOA,
2025-08-05,910.00,905.00,917.80,0.55,1130,CTM,
2025-08-05,40.98,39.00,42.00,-2.38,8547,Cartier Saada,
2025-08-05,2100.00,2040.00,2100.00,3.70,412,Ste Boissons,
2025-08-05,906.00,905.00,910.00,-0.11,28225,SODEP,
2025-08-05,142.50,140.20,143.00,-0.14,12470,ATLANTASANAD,
2025-08-05,2770.00,2770.00,2774.00,-0.14,54,CMT,
2025-08-05,513.00,510.00,513.00,1.58,270,M2M Group,
2025-08-05,38.20,37.15,38.20,2.83,724356,Addoha,
2025-08-05,61.97,60.80,62.10,1.59,234,Colorado,
2025-08-06,1769.00,1731.00,1787.00,-0.56,1237,SOTHEMA,
2025-08-06,910.00,902.00,910.00,0.44,46262,SODEP,
2025-08-06,2029.00,2025.00,2029.00,-0.05,102,Ciments Maroc,
2025-08-06,1374.00,1374.00,1374.00,0.00,12,AFMA,
2025-08-06,2400.00,2400.00,2439.00,-1.44,8094,Sonasid,
2025-08-06,163.00,163.00,163.00,0.62,30,Unimer,
2025-08-06,2223.00,2221.00,2265.00,-0.67,5210,Jet Contractors,
2025-08-06,545.00,500.00,545.00,7.92,2477,SRM,
2025-08-06,4700.00,4600.00,4700.00,0.86,3128,LABEL VIE,
2025-08-06,40.23,37.36,40.39,-1.83,14287,Cartier Saada,
2025-08-06,80.00,72.00,80.00,3.90,21980,IBMaroc,
2025-08-06,240.00,239.60,243.90,0.19,164095,COSUMAR,
2025-08-06,2187.00,2187.00,2187.00,0.00,20,Auto Nejma,
2025-08-06,1035.00,1025.00,1040.00,0.29,54207,TGCC,
2025-08-06,470.00,463.00,470.00,1.03,1464,Aradei Capital,
2025-08-06,142.90,141.50,144.00,0.99,58799,Res.Dar Saada,
2025-08-06,329.05,329.00,335.00,-0.29,4610,Afric Indus,
2025-08-06,38.76,38.23,38.76,1.47,498343,Addoha,
2025-08-06,62.01,61.96,63.00,0.06,2318,Colorado,
2025-08-06,767.90,750.00,767.90,1.98,133561,Attijariwafa,
2025-08-06,266.20,264.50,268.00,0.08,421500,BOA,
2025-08-06,1555.00,1555.00,1577.00,-0.83,15162,Akdital,
2025-08-06,246.00,246.00,250.00,-1.60,13245,CFG Bank,
2025-08-06,1235.00,1205.00,1235.00,0.00,82,EQDOM,
2025-08-06,910.00,910.00,916.50,0.00,2470,CTM,
2025-08-06,1181.00,1181.00,1181.00,0.00,260,Oulmes,
2025-08-06,2699.00,2699.00,2769.00,-2.56,413,CMT,
2025-08-06,284.90,281.00,284.95,1.77,23204,Mutandis,
2025-08-06,2040.00,2040.00,2048.00,-0.10,25,Sanlam Maroc,
2025-08-06,4300.00,4300.00,4300.00,-0.69,110,Afriquia Gaz,
2025-08-06,2000.00,1989.00,2000.00,0.50,1188,LafargeHolcim,
2025-08-06,614.90,607.00,615.00,0.80,3230,S2M,
2025-08-06,249.90,230.00,253.00,8.18,31301,STROC Indus,
2025-08-06,1880.00,1880.00,1880.00,1.02,150,Aluminium Maroc,
2025-08-06,1060.00,1031.00,1060.00,0.95,131110,CDM,
2025-08-06,604.00,604.00,604.00,5.32,1520,SALAFIN,
2025-08-06,571.90,528.00,571.90,9.98,24426,FENIE BROSSETTE,
2025-08-06,105.95,105.95,105.95,5.95,60,Rebab Company,
2025-08-06,2100.00,2100.00,2100.00,0.00,321,Ste Boissons,
2025-08-06,408.00,395.00,409.25,4.62,120130,CMGP Group,
2025-08-06,774.50,773.00,774.80,0.09,636,DISWAY,
2025-08-06,340.00,333.00,340.00,1.49,4850,Disty Technolog,
2025-08-06,443.00,438.00,445.00,0.00,34121,CIH,
2025-08-06,1756.00,1750.00,1798.00,-1.35,27,Total Maroc,
2025-08-06,285.00,285.00,285.00,0.00,20,Lesieur Cristal,
2025-08-06,950.00,950.00,969.00,-2.06,492,Microdata,
2025-08-06,280.00,280.00,280.00,-3.11,90,BALIMA,
2025-08-06,508.00,491.10,514.20,1.60,73211,Alliances,
2025-08-06,698.00,684.00,698.00,0.00,598,SNEP,
2025-08-06,326.00,326.00,330.00,-0.61,148517,BCP,
2025-08-06,79.00,79.00,79.99,0.00,46269,Delta Holding,
2025-08-06,88.20,88.10,89.00,0.11,1309,Immr Invest,
2025-08-06,619.80,611.00,619.80,0.96,4801,BMCI,
2025-08-06,1324.00,1324.00,1324.00,5.92,750,PROMOPHARM,
2025-08-06,150.00,141.30,154.00,5.26,44667,ATLANTASANAD,
2025-08-06,6480.00,6480.00,6480.00,0.00,3,Agma,
2025-08-06,95.69,85.30,95.69,9.99,116661,Auto Hall,
2025-08-06,295.00,295.00,295.00,0.00,8,Zellidja,
2025-08-06,372.00,370.50,373.00,-0.27,413,Risma,
2025-08-06,2760.00,2701.00,2782.00,0.47,192,SMI,
2025-08-06,176.00,167.50,180.00,0.57,2363,INVOLYS,
2025-08-06,502.00,498.00,502.00,-2.14,11690,M2M Group,
2025-08-06,3900.00,3900.00,3900.00,0.00,100,Dari Couspate,
2025-08-06,2876.00,2875.00,2910.00,-1.34,7240,TAQA Morocco,
2025-08-06,5280.00,5220.00,5300.00,0.00,881,Wafa Assur,
2025-08-06,34.49,34.01,34.50,0.55,7193,Ennakl,
2025-08-07,34.50,34.00,34.50,0.03,4484,Ennakl,
2025-08-07,1100.00,1052.00,1100.00,3.77,333490,CDM,
2025-08-07,610.00,610.00,610.00,0.99,20000,SALAFIN,
2025-08-07,329.00,326.00,330.00,0.92,6238,BCP,
2025-08-07,147.50,141.55,148.85,3.22,235768,Res.Dar Saada,
2025-08-07,550.00,542.00,608.00,-3.83,33054,FENIE BROSSETTE,
2025-08-07,439.75,425.00,443.50,-0.73,2889,CIH,
2025-08-07,172.00,168.10,180.00,-2.27,6614,INVOLYS,
2025-08-07,285.00,285.00,285.00,0.00,20,Lesieur Cristal,
2025-08-07,468.95,465.00,478.50,-0.22,711,Aradei Capital,
2025-08-07,350.00,345.00,360.00,2.94,4225,Disty Technolog,
2025-08-07,1880.00,1845.00,1880.00,0.00,280,Aluminium Maroc,
2025-08-07,800.00,776.00,812.00,3.29,4866,DISWAY,
2025-08-07,401.10,400.05,415.00,-1.69,35722,CMGP Group,
2025-08-07,110.00,110.00,110.00,3.82,560,Rebab Company,
2025-08-07,1390.00,1390.00,1390.00,4.98,330,PROMOPHARM,
2025-08-07,700.00,686.00,700.00,0.29,6766,SNEP,
2025-08-07,654.00,613.00,665.00,6.36,22130,S2M,
2025-08-07,330.00,328.50,330.00,0.29,10810,Afric Indus,
2025-08-07,498.00,498.00,512.80,-0.80,25310,M2M Group,
2025-08-07,63.90,62.50,64.00,3.05,10717,Colorado,
2025-08-07,769.70,760.00,775.00,0.23,35695,Attijariwafa,
2025-08-07,5280.00,5275.00,5280.00,0.00,704,Wafa Assur,
2025-08-07,268.00,268.00,269.50,0.68,8512,BOA,
2025-08-07,1574.00,1555.00,1588.00,1.22,2156,Akdital,
2025-08-07,246.50,245.05,249.00,0.20,8276,CFG Bank,
2025-08-07,1300.00,1234.00,1300.00,5.26,2551,EQDOM,
2025-08-07,916.00,907.50,916.90,0.66,1140,CTM,
2025-08-07,528.10,520.00,540.00,3.96,115362,Alliances,
2025-08-07,150.00,146.00,152.90,0.00,29889,ATLANTASANAD,
2025-08-07,295.00,295.00,295.00,0.00,60,Zellidja,
2025-08-07,2604.00,2602.00,2700.00,-3.52,632,CMT,
2025-08-07,285.60,284.00,285.60,0.25,1812,Mutandis,
2025-08-07,619.00,608.20,619.00,-0.13,504,BMCI,
2025-08-07,2005.00,2005.00,2050.00,-1.72,38,Sanlam Maroc,
2025-08-07,4376.00,4270.00,4380.00,1.77,20,Afriquia Gaz,
2025-08-07,88.99,88.05,89.00,0.90,2245,Immr Invest,
2025-08-07,2000.00,1989.00,2009.00,0.00,3075,LafargeHolcim,
2025-08-07,2784.00,2779.00,2840.00,0.87,472,SMI,
2025-08-07,247.00,242.00,258.00,-1.16,21604,STROC Indus,
2025-08-07,1219.00,1219.00,1219.00,3.22,50,Oulmes,
2025-08-07,1760.00,1750.00,1780.00,0.23,1161,Total Maroc,
2025-08-07,40.00,39.01,40.22,3.20,885684,Addoha,
2025-08-07,1039.00,1031.00,1055.00,0.39,69933,TGCC,
2025-08-07,6480.00,6480.00,6480.00,0.00,3,Agma,
2025-08-07,2446.00,2401.00,2458.00,1.92,1043,Sonasid,
2025-08-07,549.00,538.00,550.00,0.73,464,SRM,
2025-08-07,82.90,79.80,83.50,4.94,357909,Delta Holding,
2025-08-07,969.00,930.00,969.00,2.00,435,Microdata,
2025-08-07,105.25,99.80,105.25,9.99,383715,Auto Hall,
2025-08-07,2012.00,2012.00,2030.00,-0.84,1650,Ciments Maroc,
